Doc#	student	project	course	faculty	
2413:	0	0	1	0
2414:	0	0	1	1
2415:	1	0	0	0
2416:	1	0	0	0
2417:	0	0	1	1
2418:	0	1	0	0
2419:	1	0	0	0
2420:	1	0	1	0
2421:	0	0	0	1
2422:	1	0	1	0
2423:	1	0	0	0
2424:	1	1	0	0
2425:	1	0	0	0
2426:	0	0	0	1
2427:	1	0	0	0
2428:	1	1	0	0
2429:	1	0	1	0
2430:	0	0	1	0
2431:	0	0	0	1
2432:	0	0	1	0
2433:	0	1	0	0
2434:	1	0	0	0
2435:	1	0	0	0
2436:	0	0	1	0
2437:	1	0	1	0
2438:	1	0	1	0
2439:	0	0	0	1
2440:	1	0	1	0
2441:	0	1	0	0
2442:	1	0	0	1
2443:	0	1	1	0
2444:	1	0	0	1
2445:	1	0	0	0
2446:	0	1	0	0
2447:	0	1	0	0
2448:	0	0	0	1
2449:	1	0	0	0
2450:	1	1	1	0
2451:	0	0	1	1
2452:	0	1	1	0
2453:	1	0	0	1
2454:	1	0	0	1
2455:	0	0	0	1
2456:	1	0	0	0
2457:	0	0	1	0
2458:	1	0	1	1
2459:	1	0	1	0
2460:	1	0	1	0
2461:	1	0	0	0
2462:	1	0	0	0
2463:	0	1	0	0
2464:	1	0	1	0
2465:	0	0	1	1
2466:	1	1	1	0
2467:	1	0	0	0
2468:	1	0	0	1
2469:	0	0	1	1
2470:	0	0	1	1
2471:	1	0	1	0
2472:	1	0	0	0
2473:	0	1	1	0
2474:	1	0	0	0
2475:	1	0	0	0
2476:	1	0	1	0
2477:	1	0	0	0
2478:	1	0	0	0
2479:	1	0	0	0
2480:	1	0	0	0
2481:	1	1	1	0
2482:	0	0	1	1
2483:	0	0	0	1
2484:	0	0	1	0
2485:	0	1	0	0
2486:	1	0	1	0
2487:	0	0	1	1
2488:	1	0	0	0
2489:	0	0	1	0
2490:	0	0	1	1
2491:	0	0	1	0
2492:	1	0	0	0
2493:	0	1	1	0
2494:	1	0	1	0
2495:	1	0	0	1
2496:	1	0	0	0
2497:	1	0	0	0
2498:	0	0	0	1
2499:	1	0	0	0
2500:	0	0	0	1
2501:	1	0	0	0
2502:	0	0	0	1
2503:	0	1	0	0
2504:	1	0	0	0
2505:	0	0	1	0
2506:	0	0	0	1
2507:	1	0	0	0
2508:	1	0	1	0
2509:	1	0	1	1
2510:	1	0	1	0
2511:	1	0	1	0
2512:	1	0	0	0
2513:	0	0	0	1
2514:	1	0	1	0
2515:	0	0	0	1
2516:	1	0	0	0
2517:	0	0	0	1
2518:	1	0	1	0
2519:	1	0	0	0
2520:	0	1	0	0
2521:	0	0	0	1
2522:	1	0	0	0
2523:	0	0	1	1
2524:	0	0	1	0
2525:	0	0	0	1
2526:	1	0	1	0
2527:	0	0	0	1
2528:	1	0	0	0
2529:	1	0	0	0
2530:	1	0	1	1
2531:	0	0	0	1
2532:	1	0	1	0
2533:	0	0	1	0
2534:	0	0	1	0
2535:	1	0	1	0
2536:	0	1	0	0
2537:	0	0	0	1
2538:	1	1	1	0
2539:	1	0	0	0
2540:	0	0	1	1
2541:	0	1	0	0
2542:	0	0	1	0
2543:	1	0	0	0
2544:	0	0	1	1
2545:	1	0	0	0
2546:	1	0	1	0
2547:	1	1	1	0
2548:	1	0	1	0
2549:	1	0	0	0
2550:	0	1	1	0
2551:	1	0	0	0
2552:	0	0	1	1
2553:	1	0	0	0
2554:	1	0	0	0
2555:	1	1	0	0
2556:	1	0	0	0
2557:	1	0	0	0
2558:	1	0	0	0
2559:	0	0	0	1
2560:	1	0	0	1
2561:	0	0	1	1
2562:	1	0	0	0
2563:	1	0	0	0
2564:	1	1	0	0
2565:	1	0	0	0
2566:	0	0	1	1
2567:	1	0	0	0
2568:	0	0	1	0
2569:	1	0	0	0
2570:	1	0	1	0
2571:	1	0	1	1
2572:	1	0	0	0
2573:	0	0	0	1
2574:	1	0	1	0
2575:	0	0	0	1
2576:	0	0	0	1
2577:	0	0	0	1
2578:	0	1	0	0
2579:	1	0	0	0
2580:	0	0	0	1
2581:	0	1	0	0
2582:	0	1	1	0
2583:	0	0	0	1
2584:	1	0	0	0
2585:	1	1	0	0
2586:	0	0	0	1
2587:	1	1	1	0
2588:	0	0	1	1
2589:	0	0	0	1
2590:	1	0	0	0
2591:	1	0	0	0
2592:	1	0	1	1
2593:	0	0	1	0
2594:	0	0	1	0
2595:	1	0	0	0
2596:	0	1	0	0
2597:	1	0	0	0
2598:	1	0	1	0
2599:	1	0	0	0
2600:	0	0	0	1
2601:	0	0	1	0
2602:	0	0	0	1
2603:	0	0	0	1
2604:	0	0	1	0
2605:	0	0	1	0
2606:	0	1	0	0
2607:	1	0	1	0
2608:	1	0	1	0
2609:	1	0	1	0
2610:	1	0	1	0
2611:	0	0	1	0
2612:	0	1	0	0
2613:	1	0	0	0
2614:	1	0	0	0
2615:	1	0	1	0
2616:	1	0	0	0
2617:	1	0	1	1
2618:	1	0	0	0
2619:	0	1	0	0
2620:	0	0	1	1
2621:	1	0	0	0
2622:	1	0	0	0
2623:	1	0	0	0
2624:	0	0	0	1
2625:	1	0	0	0
2626:	0	0	0	1
2627:	0	0	1	1
2628:	1	0	0	0
2629:	0	0	0	1
2630:	1	0	1	0
2631:	1	0	0	0
2632:	0	1	0	0
2633:	0	0	1	1
2634:	0	0	1	1
2635:	1	0	0	1
2636:	0	0	1	0
2637:	0	0	0	1
2638:	1	0	0	0
2639:	1	0	0	0
2640:	0	1	1	0
2641:	0	0	1	0
2642:	0	0	0	1
2643:	0	1	1	0
2644:	1	0	1	0
2645:	1	0	1	0
2646:	1	0	0	0
2647:	1	0	1	0
2648:	1	0	1	0
2649:	0	0	0	1
2650:	1	0	1	0
2651:	1	0	0	0
2652:	0	1	1	0
2653:	0	0	0	1
2654:	1	0	0	1
2655:	1	1	0	0
2656:	1	0	0	0
2657:	1	1	0	0
2658:	1	0	0	0
2659:	1	0	1	0
2660:	1	0	1	0
2661:	0	1	0	0
2662:	0	1	0	0
2663:	0	0	0	1
2664:	0	0	1	0
2665:	0	0	0	1
2666:	0	0	0	1
2667:	1	0	0	0
2668:	1	0	0	0
2669:	1	0	0	1
2670:	1	0	0	0
2671:	1	1	1	0
2672:	1	0	0	0
2673:	0	0	1	1
2674:	0	1	1	0
2675:	0	0	0	1
2676:	0	1	0	0
2677:	0	0	1	1
2678:	1	0	1	0
2679:	0	1	1	0
2680:	1	0	0	0
2681:	0	1	0	0
2682:	0	1	1	0
2683:	1	0	0	0
2684:	0	0	1	1
2685:	0	0	1	0
2686:	0	1	1	0
2687:	0	0	1	1
2688:	1	0	1	1
2689:	0	0	0	1
2690:	1	0	0	0
2691:	0	0	0	1
2692:	0	1	0	0
2693:	1	0	1	0
2694:	0	0	0	1
2695:	0	0	1	1
2696:	1	0	1	0
2697:	1	1	0	0
2698:	0	1	0	0
2699:	1	0	1	0
2700:	1	0	0	0
2701:	0	1	1	0
2702:	1	0	0	0
2703:	1	1	0	0
2704:	0	0	1	1
2705:	0	0	0	1
2706:	0	0	0	1
2707:	1	0	1	0
2708:	1	0	0	0
2709:	0	1	0	0
2710:	1	0	0	0
2711:	1	0	1	0
2712:	1	0	0	0
2713:	0	0	1	0
2714:	0	0	1	1
2715:	1	0	0	0
2716:	1	0	1	0
2717:	1	0	0	0
2718:	0	1	1	0
2719:	1	0	0	0
2720:	0	0	0	1
2721:	1	0	0	0
2722:	1	0	0	0
2723:	1	0	1	0
2724:	0	1	1	0
2725:	0	0	0	1
2726:	0	1	1	0
2727:	1	0	1	0
2728:	1	0	1	0
2729:	1	1	0	0
2730:	1	0	0	0
2731:	1	0	0	0
2732:	0	0	0	1
2733:	1	0	1	0
2734:	1	0	0	1
2735:	1	1	0	0
2736:	0	0	1	1
2737:	1	0	1	0
2738:	0	1	0	0
2739:	0	0	0	1
2740:	1	0	0	0
2741:	1	0	0	0
2742:	1	1	1	0
2743:	1	0	0	0
2744:	0	0	1	0
2745:	0	1	0	0
2746:	0	0	1	0
2747:	0	0	1	0
2748:	1	0	1	0
2749:	0	1	1	0
2750:	0	0	0	1
2751:	0	1	0	0
2752:	0	0	0	1
2753:	0	1	0	0
2754:	1	0	1	0
2755:	1	0	1	0
2756:	0	1	0	0
2757:	0	0	1	1
2758:	0	1	0	0
2759:	0	0	0	1
2760:	0	0	1	0
2761:	0	0	0	1
2762:	0	0	0	1
2763:	1	0	1	0
2764:	0	0	0	1
2765:	1	0	0	0
2766:	1	0	0	1
2767:	1	0	1	0
2768:	1	0	0	0
2769:	0	1	0	0
2770:	0	0	1	0
2771:	1	0	1	0
2772:	0	1	1	0
2773:	1	0	0	0
2774:	1	0	0	0
2775:	1	0	1	0
2776:	0	0	0	1
2777:	1	0	0	0
2778:	0	1	0	0
2779:	1	0	1	0
2780:	1	0	0	0
2781:	1	0	1	0
2782:	0	1	0	0
2783:	1	0	0	0
2784:	0	1	1	0
2785:	1	1	0	0
2786:	1	0	0	0
2787:	1	0	0	0
2788:	1	0	0	0
2789:	1	0	0	0
2790:	0	0	1	0
2791:	1	1	1	0
2792:	1	0	0	1
2793:	1	0	1	0
2794:	1	1	1	0
2795:	1	0	0	0
2796:	1	0	0	0
2797:	1	0	1	1
2798:	0	0	1	1
2799:	0	0	1	0
2800:	0	0	1	1
2801:	1	0	0	0
2802:	0	1	1	0
2803:	0	0	1	1
2804:	0	0	0	0
